,alexa_rank,default_port,domain_age_days,domain_tokens,file_extension,fragment,host,host_len,ips,malicious_url,mxhosts,num_domain_tokens,num_path_tokens,path,path_len,path_tokens,port,query,registered_domain,scheme,tld,url,url_len,alexa_result,age_result,host_len_res,file_ext_result,tld_result,ip_result,geo_result,domain_result,total
1026,0,80,20,"['soligorskcge', 'by']",htm,,soligorskcge.by,15,"[{'geo': 'BY', 'ip': '86.57.246.177', 'type': 'A'}]",1,"[{'mxhost': 'mx2.activeby.net', 'ips': [{'geo': 'LT', 'ip': '31.193.195.48', 'type': 'A'}]}, {'mxhost': 'mx1.activeby.net', 'ips': [{'geo': 'RU', 'ip': '178.159.250.30', 'type': 'A'}]}]",2,4,/templates/New/document/index.htm,33,"['templates', 'New', 'document', 'index.htm']",80,,soligorskcge.by,http,by,http://soligorskcge.by/templates/New/document/index.htm,55,0,1,0,0,1,0,0,0,2
1027,48,80,885,"['store', 'apple', 'com']",,,store.apple.com,15,"[{'geo': 'US', 'ip': '184.85.107.171', 'type': 'A'}]",0,"[{'mxhost': 'mail-in24.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.24', 'type': 'A'}]}, {'mxhost': 'mail-in25.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.25', 'type': 'A'}]}, {'mxhost': 'mail-in100.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.23', 'type': 'A'}]}, {'mxhost': 'mail-in2.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.17', 'type': 'A'}]}, {'mxhost': 'mail-in4.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.18', 'type': 'A'}]}, {'mxhost': 'mail-in5.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.19', 'type': 'A'}]}, {'mxhost': 'mail-in6.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.21', 'type': 'A'}]}, {'mxhost': 'mail-in7.apple.com', 'ips': [{'geo': 'US', 'ip': '17.151.62.22', 'type': 'A'}]}, {'mxhost': 'mail-in21.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.21', 'type': 'A'}]}, {'mxhost': 'mail-in22.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.22', 'type': 'A'}]}, {'mxhost': 'mail-in23.apple.com', 'ips': [{'geo': 'US', 'ip': '17.171.2.23', 'type': 'A'}]}]",3,2,/us/ipad,8,"['us', 'ipad']",80,,apple.com,http,com,http://store.apple.com/us/ipad,30,0,0,0,0,0,0,0,0,0
1028,19,80,1042,"['tv', 'yahoo', 'co', 'jp']",,,tv.yahoo.co.jp,14,"[{'geo': 'JP', 'ip': '124.83.211.210', 'type': 'A'}, {'geo': 'JP', 'ip': '124.83.211.211', 'type': 'A'}, {'geo': 'JP', 'ip': '124.83.199.142', 'type': 'A'}]",0,"[{'mxhost': 'mx2.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '114.111.99.248', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.238', 'type': 'A'}]}, {'mxhost': 'mx3.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.240', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.237', 'type': 'A'}]}, {'mxhost': 'mx5.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.57.236', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.29.238', 'type': 'A'}]}, {'mxhost': 'mx1.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '114.111.99.224', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.29.234', 'type': 'A'}]}]",4,1,/,1,[''],80,,yahoo.co.jp,http,jp,http://tv.yahoo.co.jp/,22,0,0,0,0,0,0,0,0,0
1029,1971,80,4069,"['qhd', 'focus', 'cn']",html,,qhd.focus.cn,12,"[{'geo': 'CN', 'ip': '220.181.90.240', 'type': 'A'}]",0,"[{'mxhost': 'focusmail.focus.cn', 'ips': [{'geo': 'CN', 'ip': '220.181.90.240', 'type': 'A'}]}]",3,2,/daogou/1698.html,17,"['daogou', '1698.html']",80,,focus.cn,http,cn,http://qhd.focus.cn/daogou/1698.html,36,0,0,0,0,0,0,0,0,0
1030,29,80,1750,"['ar', 'ask', 'com']",,,ar.ask.com,10,"[{'geo': 'US', 'ip': '66.235.120.224', 'type': 'A'}]",0,"[{'mxhost': 'mxa-0015af01.gslb.pphosted.com', 'ips': [{'geo': 'US', 'ip': '208.86.201.125', 'type': 'A'}]}, {'mxhost': 'mxb-0015af01.gslb.pphosted.com', 'ips': [{'geo': 'US', 'ip': '208.86.201.125', 'type': 'A'}]}]",3,1,/,1,[''],80,,ask.com,http,com,http://ar.ask.com/,18,0,0,0,0,0,0,0,0,0
1031,689235,80,84,"['ae', 'ufonehelp', 'com']",,,ae.ufonehelp.com,16,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'smtp.secureserver.net', 'ips': [{'geo': 'US', 'ip': '68.178.213.37', 'type': 'A'}]}, {'mxhost': 'mailstore1.secureserver.net', 'ips': [{'geo': 'US', 'ip': '216.69.186.201', 'type': 'A'}]}]",3,1,/,1,[''],80,,ufonehelp.com,http,com,http://ae.ufonehelp.com/,24,1,1,0,0,0,0,0,0,2
1032,10591,80,4771,"['rss', 'whatsmyip', 'org']",php,,rss.whatsmyip.org,17,"[{'geo': 'US', 'ip': '208.64.38.55', 'type': 'A'}]",0,"[{'mxhost': 'whatsmyip.org', 'ips': [{'geo': 'US', 'ip': '208.64.38.55', 'type': 'A'}]}]",3,1,/whatsmyip.php,14,['whatsmyip.php'],80,,whatsmyip.org,http,org,http://rss.whatsmyip.org/whatsmyip.php,38,0,0,0,0,0,0,0,0,0
1033,0,80,113,"['www', 'hamido-48', 'com']",,,www.hamido-48.com,17,"[{'geo': 'US', 'ip': '206.188.193.144', 'type': 'A'}]",1,"[{'mxhost': 'mx.myregisteredsite.com', 'ips': [{'geo': 'US', 'ip': '209.17.115.10', 'type': 'A'}]}]",3,3,/appus/96801c1d0024aace8da9b25baec9c70c/,40,"['appus', '96801c1d0024aace8da9b25baec9c70c', '']",80,,hamido-48.com,http,com,http://www.hamido-48.com/appus/96801c1d0024aace8da9b25baec9c70c/,64,0,1,0,0,0,0,0,0,1
1034,0,80,20,"['www', 'coinbase', 'com', 'bavb43j9rwa', 'advicecn', 'com']",,,www.coinbase.com.bavb43j9rwa.advicecn.com,41,,1,"[{'mxhost': 'ALT1.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ALT2.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX2.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX3.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.25.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c03:0:0:0:1b', 'type': 'AAAA'}]}]",6,2,/wallet/,8,"['wallet', '']",80,,advicecn.com,http,com,http://www.coinbase.com.bavb43j9rwa.advicecn.com/wallet/,56,0,1,0,0,0,0,0,0,1
1035,56602,80,3352,"['img', 'changba', 'com']",js,,img.changba.com,15,"[{'geo': 'CN', 'ip': '218.76.198.29', 'type': 'A'}, {'geo': 'CN', 'ip': '218.76.198.25', 'type': 'A'}]",0,"[{'mxhost': 'mxw.mxhichina.com', 'ips': [{'geo': 'CN', 'ip': '42.120.219.135', 'type': 'A'}]}, {'mxhost': 'mxn.mxhichina.com', 'ips': [{'geo': 'CN', 'ip': '42.120.219.27', 'type': 'A'}]}]",3,2,/js/jquery.lazyload.only.js,27,"['js', 'jquery.lazyload.only.js']",80,ver=1,changba.com,http,com,http://img.changba.com/js/jquery.lazyload.only.js?ver=1,55,0,0,0,0,0,0,0,0,0
1036,910166,80,89,"['27', '120', '91', '166']",php,,27.120.91.166,13,27.120.91.166,1,NA,4,5,/passporttest/save2/E0ffOaph3LV4McN3V3vp7o/d72JbQkzfRyXiyiVtet4Y91g/i.php,73,"['passporttest', 'save2', 'E0ffOaph3LV4McN3V3vp7o', 'd72JbQkzfRyXiyiVtet4Y91g', 'i.php']",80,"bpiwrZuzK1vDzEc3HAwoRnRDlRNK0mQcL9Jd8dMTeh,,",91.166,http,166,"http://27.120.91.166/passporttest/save2/E0ffOaph3LV4McN3V3vp7o/d72JbQkzfRyXiyiVtet4Y91g/i.php?bpiwrZuzK1vDzEc3HAwoRnRDlRNK0mQcL9Jd8dMTeh,,",138,1,1,0,0,1,0,0,0,3
1037,488239,80,182,"['gool', 'a78', 'org']",htm,,gool.a78.org,12,"[{'geo': 'US', 'ip': '31.170.163.241', 'type': 'A'}]",1,"[{'mxhost': 'mx1.main-hosting.com', 'ips': [{'geo': 'US', 'ip': '31.170.163.242', 'type': 'A'}]}]",3,4,/val/gdoccs/gdoc/index.htm,26,"['val', 'gdoccs', 'gdoc', 'index.htm']",80,,a78.org,http,org,http://gool.a78.org/val/gdoccs/gdoc/index.htm,45,1,1,0,0,0,0,0,0,2
1038,0,80,88,"['deltacomproducts', 'com']",,,deltacomproducts.com,20,"[{'geo': 'US', 'ip': '66.96.160.144', 'type': 'A'}]",1,"[{'mxhost': 'mx.deltacomproducts.com', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}]",2,2,/paypalentreprise/,18,"['paypalentreprise', '']",80,,deltacomproducts.com,http,com,http://deltacomproducts.com/paypalentreprise/,45,0,1,0,0,0,0,0,0,1
1039,19,80,1011,"['starclub', 'yahoo', 'co', 'jp']",,,starclub.yahoo.co.jp,20,"[{'geo': 'JP', 'ip': '114.111.83.204', 'type': 'A'}]",0,"[{'mxhost': 'mx1.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '114.111.99.224', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.29.234', 'type': 'A'}]}, {'mxhost': 'mx2.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.57.238', 'type': 'A'}, {'geo': 'JP', 'ip': '114.111.99.248', 'type': 'A'}]}, {'mxhost': 'mx3.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.240', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.237', 'type': 'A'}]}, {'mxhost': 'mx5.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.29.238', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.57.236', 'type': 'A'}]}]",4,1,/,1,[''],80,,yahoo.co.jp,http,jp,http://starclub.yahoo.co.jp/,28,0,0,0,0,0,0,0,0,0
1040,0,80,33,"['ponepausa', 'com', 'ar']",htm,,ponepausa.com.ar,16,"[{'geo': 'AR', 'ip': '201.251.240.85', 'type': 'A'}]",1,"[{'mxhost': 'mx.clyfema.com.ar', 'ips': [{'geo': 'AR', 'ip': '201.251.240.85', 'type': 'A'}]}]",3,7,/plugins/editors/tinymce/jscripts/tiny_mce/GOOGLE%20DOCS/login.htm,66,"['plugins', 'editors', 'tinymce', 'jscripts', 'tiny_mce', 'GOOGLE DOCS', 'login.htm']",80,,ponepausa.com.ar,http,ar,http://ponepausa.com.ar/plugins/editors/tinymce/jscripts/tiny_mce/GOOGLE%20DOCS/login.htm,89,0,1,0,0,1,0,0,0,2
1041,204498,80,30,"['poste-8412175644897160', 'de', 'lv']",,,poste-8412175644897160.de.lv,28,"[{'geo': 'DE', 'ip': '188.40.70.27', 'type': 'A'}, {'geo': 'DE', 'ip': '188.40.70.29', 'type': 'A'}]",1,NA,3,1,/,1,[''],80,,de.lv,http,lv,http://poste-8412175644897160.de.lv/,36,1,1,0,0,1,0,0,0,3
1042,56,80,3784,"['chat', 'stackoverflow', 'com']",,,chat.stackoverflow.com,22,"[{'geo': 'US', 'ip': '198.252.206.29', 'type': 'A'}]",0,"[{'mxhost': 'ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.25.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c02:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ALT1.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'ALT2.ASPMX.L.GOOGLE.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX2.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'ASPMX3.GOOGLEMAIL.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}]",3,1,/,1,[''],80,,stackoverflow.com,http,com,http://chat.stackoverflow.com/,30,0,0,0,0,0,0,0,0,0
1043,0,80,325,"['secure-jar', 'com']",jar,,secure-jar.com,14,"[{'geo': 'NL', 'ip': '89.248.161.134', 'type': 'A'}]",1,NA,2,2,/TXDP/Java.jar,14,"['TXDP', 'Java.jar']",80,,secure-jar.com,http,com,http://secure-jar.com/TXDP/Java.jar,35,0,1,0,0,0,0,0,0,1
1044,0,80,31,"['www', 'offerstobuy', 'eu']",,,www.offerstobuy.eu,18,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'mail5.ignum.cz', 'ips': [{'geo': 'CZ', 'ip': '217.31.49.38', 'type': 'A'}]}, {'mxhost': 'mail2.ignum.cz', 'ips': [{'geo': 'CZ', 'ip': '94.124.105.182', 'type': 'A'}]}]",3,1,/,1,[''],80,,offerstobuy.eu,http,eu,http://www.offerstobuy.eu/,26,0,1,0,0,0,0,0,0,1
1045,57143,80,1661,"['image1-4', 'tabelog', 'k-img', 'com']",js,,image1-4.tabelog.k-img.com,26,"[{'geo': 'US', 'ip': '216.243.20.11', 'type': 'A'}, {'geo': 'US', 'ip': '216.243.20.10', 'type': 'A'}]",0,NA,4,2,/javascripts/AC_RunActiveContent.js,35,"['javascripts', 'AC_RunActiveContent.js']",80,1398312707,k-img.com,http,com,http://image1-4.tabelog.k-img.com/javascripts/AC_RunActiveContent.js?1398312707,79,0,0,0,0,0,0,0,0,0
1046,0,80,30,"['asdtooredir', 'biz']",php,,asdtooredir.biz,15,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'asdtooredir.biz', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}]",2,3,/myaccount.aol.com.onlineaccounts.upgrade.online.billing.account.update/97dd1f3254847c8cffa522b9bdb756c3/update.php,115,"['myaccount.aol.com.onlineaccounts.upgrade.online.billing.account.update', '97dd1f3254847c8cffa522b9bdb756c3', 'update.php']",80,,asdtooredir.biz,http,biz,http://asdtooredir.biz/myaccount.aol.com.onlineaccounts.upgrade.online.billing.account.update/97dd1f3254847c8cffa522b9bdb756c3/update.php,137,0,1,0,0,1,0,0,0,2
1047,529334,80,80,"['americanas', 'brasilonehost', 'com']",php,,americanas.brasilonehost.com,28,"[{'geo': 'US', 'ip': '31.170.166.123', 'type': 'A'}]",1,"[{'mxhost': 'mx1.main-hosting.com', 'ips': [{'geo': 'US', 'ip': '31.170.163.242', 'type': 'A'}]}]",3,2,/sac/smart-tv-led-47-philips-47pfl5007-full-hd-plus-4-hdmi-3-usb-dtvi-240-hz-gratis-camera-skype.php,100,"['sac', 'smart-tv-led-47-philips-47pfl5007-full-hd-plus-4-hdmi-3-usb-dtvi-240-hz-gratis-camera-skype.php']",80,112253918,brasilonehost.com,http,com,http://americanas.brasilonehost.com/sac/smart-tv-led-47-philips-47pfl5007-full-hd-plus-4-hdmi-3-usb-dtvi-240-hz-gratis-camera-skype.php?112253918,145,1,1,0,0,0,0,0,0,2
1048,0,80,15,"['framelessglasspoolfence', 'com', 'au']",php,,framelessglasspoolfence.com.au,30,"[{'geo': 'US', 'ip': '66.36.180.229', 'type': 'A'}]",1,"[{'mxhost': 'framelessglasspoolfence.com.au', 'ips': [{'geo': 'US', 'ip': '66.36.180.229', 'type': 'A'}]}]",3,4,/wp-includes/Update=NewefilingOtpValid/update=newefiling.int00.0/index.php,74,"['wp-includes', 'Update=NewefilingOtpValid', 'update=newefiling.int00.0', 'index.php']",80,,framelessglasspoolfence.com.au,http,au,http://framelessglasspoolfence.com.au/wp-includes/Update=NewefilingOtpValid/update=newefiling.int00.0/index.php,111,0,1,0,0,1,0,0,0,2
1049,27,80,5785,"['yuncheng', 'auto', 'sohu', 'com']",,,yuncheng.auto.sohu.com,22,"[{'geo': 'US', 'ip': '66.102.246.139', 'type': 'A'}]",0,"[{'mxhost': 'sohumx.h.a.sohu.com', 'ips': [{'geo': 'CN', 'ip': '61.135.130.247', 'type': 'A'}]}, {'mxhost': 'sohumx1.sohu.com', 'ips': [{'geo': 'CN', 'ip': '220.181.90.36', 'type': 'A'}]}, {'mxhost': 'sohumx2.sohu.com', 'ips': [{'geo': 'CN', 'ip': '61.135.181.4', 'type': 'A'}]}]",4,1,/,1,[''],80,,sohu.com,http,com,http://yuncheng.auto.sohu.com/,30,0,0,0,0,0,0,0,0,0
1050,17,80,773,"['event', 'weibo', 'com']",,,event.weibo.com,15,"[{'geo': 'CN', 'ip': '180.149.134.249', 'type': 'A'}]",0,"[{'mxhost': 'mx.weibo.com', 'ips': [{'geo': 'CN', 'ip': '60.28.228.237', 'type': 'A'}]}]",3,1,/382176,7,['382176'],80,,weibo.com,http,com,http://event.weibo.com/382176,29,0,0,0,0,0,0,0,0,0
1051,0,80,29,"['home-session', 'com']",,,home-session.com,16,"[{'geo': 'US', 'ip': '199.7.108.80', 'type': 'A'}]",1,"[{'mxhost': 'home-session.com', 'ips': [{'geo': 'US', 'ip': '199.7.108.80', 'type': 'A'}]}]",2,3,/paypal/1c291fc417fd5c3b1bb50d0f3d03cbdb/login,46,"['paypal', '1c291fc417fd5c3b1bb50d0f3d03cbdb', 'login']",80,,home-session.com,http,com,http://home-session.com/paypal/1c291fc417fd5c3b1bb50d0f3d03cbdb/login,69,0,1,0,0,0,0,0,0,1
1052,14,80,5647,"['staticadm', 'leju', 'sina', 'com', 'cn']",js,,staticadm.leju.sina.com.cn,26,"[{'geo': 'CN', 'ip': '60.28.244.211', 'type': 'A'}]",0,"[{'mxhost': 'freemx.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '202.108.7.19', 'type': 'A'}]}, {'mxhost': 'freemx1.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '202.108.7.19', 'type': 'A'}]}, {'mxhost': 'freemx2.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '218.30.115.106', 'type': 'A'}]}, {'mxhost': 'freemx3.sinamail.sina.com.cn', 'ips': [{'geo': 'CN', 'ip': '60.28.2.248', 'type': 'A'}]}]",5,2,/get_ad_list/PG_514AC419D66F33.js,33,"['get_ad_list', 'PG_514AC419D66F33.js']",80,,sina.com.cn,http,cn,http://staticadm.leju.sina.com.cn/get_ad_list/PG_514AC419D66F33.js,66,0,0,0,0,0,0,0,0,0
1053,0,80,5,"['campinglillo', 'com', 'ar']",,,campinglillo.com.ar,19,"[{'geo': 'US', 'ip': '50.28.14.146', 'type': 'A'}]",1,"[{'mxhost': 'campinglillo.com.ar', 'ips': [{'geo': 'US', 'ip': '50.28.14.146', 'type': 'A'}]}]",3,3,/Gdocs/Gdocs/,13,"['Gdocs', 'Gdocs', '']",80,,campinglillo.com.ar,http,ar,http://campinglillo.com.ar/Gdocs/Gdocs/,39,0,1,0,0,1,0,0,0,2
1054,0,80,5,"['srd-severin', 'ro']",htm,,srd-severin.ro,14,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,"[{'mxhost': 'srd-severin.ro', 'ips': [{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]}]",2,3,/logs/abdul/index.htm,21,"['logs', 'abdul', 'index.htm']",80,,srd-severin.ro,http,ro,http://srd-severin.ro/logs/abdul/index.htm,42,0,1,0,0,1,0,0,0,2
1055,19,80,988,"['polls', 'dailynews', 'yahoo', 'co', 'jp']",,,polls.dailynews.yahoo.co.jp,27,"[{'geo': 'JP', 'ip': '183.79.27.163', 'type': 'A'}]",0,"[{'mxhost': 'mx3.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.57.237', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.29.240', 'type': 'A'}]}, {'mxhost': 'mx5.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.57.236', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.29.238', 'type': 'A'}]}, {'mxhost': 'mx1.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '114.111.99.224', 'type': 'A'}, {'geo': 'JP', 'ip': '183.79.29.234', 'type': 'A'}]}, {'mxhost': 'mx2.mail.yahoo.co.jp', 'ips': [{'geo': 'JP', 'ip': '183.79.57.238', 'type': 'A'}, {'geo': 'JP', 'ip': '114.111.99.248', 'type': 'A'}]}]",5,3,/domestic/11382/result,22,"['domestic', '11382', 'result']",80,,yahoo.co.jp,http,jp,http://polls.dailynews.yahoo.co.jp/domestic/11382/result,56,0,0,0,0,0,0,0,0,0
1056,371,80,14,"['www', 'goo', 'gl']",,,www.goo.gl,10,"[{'geo': 'US', 'ip': '173.194.33.136', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.137', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.142', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.128', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.129', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.130', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.131', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.132', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.133', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.134', 'type': 'A'}, {'geo': 'US', 'ip': '173.194.33.135', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4005:800:0:0:0:1006', 'type': 'AAAA'}]",1,NA,3,1,/Qvl3A,6,['Qvl3A'],80,,goo.gl,http,gl,http://www.goo.gl/Qvl3A,23,0,1,0,0,1,0,0,0,2
1057,204498,80,28,"['poste-8412175644897167', 'de', 'lv']",,,poste-8412175644897167.de.lv,28,"[{'geo': 'US', 'ip': '67.215.65.133', 'type': 'A'}]",1,NA,3,1,/,1,[''],80,,de.lv,http,lv,http://poste-8412175644897167.de.lv/,36,1,1,0,0,1,0,0,0,3
1058,2290,80,740,"['www', 'fengyunzhibo', 'com']",htm,,www.fengyunzhibo.com,20,"[{'geo': 'CN', 'ip': '183.60.194.10', 'type': 'A'}, {'geo': 'CN', 'ip': '124.95.137.54', 'type': 'A'}, {'geo': 'CN', 'ip': '123.138.36.137', 'type': 'A'}, {'geo': 'CN', 'ip': '119.134.255.167', 'type': 'A'}, {'geo': 'CN', 'ip': '115.231.18.9', 'type': 'A'}, {'geo': 'CN', 'ip': '115.231.18.6', 'type': 'A'}, {'geo': 'CN', 'ip': '183.60.194.11', 'type': 'A'}]",0,"[{'mxhost': 'mxbiz1.qq.com', 'ips': [{'geo': 'US', 'ip': '184.105.206.87', 'type': 'A'}, {'geo': 'US', 'ip': '184.105.206.88', 'type': 'A'}, {'geo': 'US', 'ip': '184.105.206.58', 'type': 'A'}, {'geo': 'US', 'ip': '184.105.206.59', 'type': 'A'}]}, {'mxhost': 'mxbiz2.qq.com', 'ips': [{'geo': 'US', 'ip': '184.105.206.59', 'type': 'A'}, {'geo': 'US', 'ip': '184.105.206.87', 'type': 'A'}, {'geo': 'US', 'ip': '184.105.206.88', 'type': 'A'}, {'geo': 'US', 'ip': '184.105.206.58', 'type': 'A'}]}]",3,2,/tv/733952_1398214168530.htm,28,"['tv', '733952_1398214168530.htm']",80,,fengyunzhibo.com,http,com,http://www.fengyunzhibo.com/tv/733952_1398214168530.htm,55,0,0,0,0,0,0,0,0,0
1059,169,80,5826,"['s7', 'addthis', 'com']",js,,s7.addthis.com,14,"[{'geo': 'US', 'ip': '199.27.79.185', 'type': 'A'}, {'geo': 'US', 'ip': '199.27.77.184', 'type': 'A'}]",0,"[{'mxhost': 'alt1.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'alt2.aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx2.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.142.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4001:c03:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx3.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.137.26', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:4002:c01:0:0:0:1a', 'type': 'AAAA'}]}, {'mxhost': 'aspmx4.googlemail.com', 'ips': [{'geo': 'US', 'ip': '74.125.29.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400d:c04:0:0:0:1b', 'type': 'AAAA'}]}, {'mxhost': 'aspmx.l.google.com', 'ips': [{'geo': 'US', 'ip': '74.125.129.27', 'type': 'A'}, {'geo': 'US', 'ip': '2607:f8b0:400e:c03:0:0:0:1b', 'type': 'AAAA'}]}]",3,3,/js/300/addthis_widget.js,25,"['js', '300', 'addthis_widget.js']",80,,addthis.com,http,com,http://s7.addthis.com/js/300/addthis_widget.js,46,0,0,0,0,0,0,0,0,0
1060,0,80,74,"['mobiltrejd', 'com', 'mk']",htm,,mobiltrejd.com.mk,17,"[{'geo': 'MK', 'ip': '95.128.184.7', 'type': 'A'}]",1,"[{'mxhost': 'mail.mobiltrejd.com.mk', 'ips': [{'geo': 'MK', 'ip': '95.128.184.17', 'type': 'A'}]}]",3,2,/tmp/c.htm,10,"['tmp', 'c.htm']",80,,mobiltrejd.com.mk,http,mk,http://mobiltrejd.com.mk/tmp/c.htm,34,0,1,0,0,0,0,0,0,1
